id,task1_1,task1_2,task1_3
simulateTOD_1087,3,2,4
simulateTOD_1087,3,1,3
simulateTOD_1090,4,3,4
simulateTOD_1090,4,4,3
simulateTOD_1090,4,3,4
simulateTOD_1092,2,3,3
simulateTOD_1092,2,3,4
simulateTOD_1092,4,3,4
simulateTOD_1095,4,4,4
simulateTOD_1095,4,3,4
simulateTOD_1095,3,3,4
simulateTOD_1098,3,2,3
simulateTOD_1098,2,3,3
simulateTOD_1098,3,4,3
simulateTOD_1102,3,3,3
simulateTOD_1102,4,2,3
simulateTOD_1102,3,3,4
simulateTOD_1108,5,5,5
simulateTOD_1108,3,2,3
simulateTOD_1108,4,4,3
simulateTOD_1111,5,5,4
simulateTOD_1111,3,5,4
simulateTOD_1111,3,3,3
simulateTOD_1112,4,4,4
simulateTOD_1112,4,2,3
simulateTOD_1112,2,3,3
simulateTOD_1114,3,3,3
simulateTOD_1114,4,2,3
simulateTOD_1114,5,4,4
simulateTOD_1115,2,3,4
simulateTOD_1115,4,3,4
simulateTOD_1115,5,5,5
simulateTOD_1116,5,4,4
simulateTOD_1116,3,3,4
simulateTOD_1116,4,2,3
simulateTOD_1120,3,4,4
simulateTOD_1120,4,4,3
simulateTOD_1120,2,3,3
simulateTOD_1122,3,3,3
simulateTOD_1122,4,4,4
simulateTOD_1122,4,4,4
simulateTOD_1122,3,4,4
simulateTOD_1122,4,2,4
simulateTOD_1122,3,2,4
simulateTOD_1122,3,3,4
simulateTOD_1122,4,3,4
simulateTOD_1122,5,3,4
simulateTOD_1124,4,3,3
simulateTOD_1124,3,2,3
simulateTOD_1124,5,5,5
simulateTOD_1126,3,3,3
simulateTOD_1126,3,3,4
simulateTOD_1126,4,3,4
simulateTOD_1126,1,1,4
simulateTOD_1126,3,3,4
simulateTOD_1126,3,3,3
simulateTOD_1130,4,1,4
simulateTOD_1130,3,3,4
simulateTOD_1130,4,4,4
simulateTOD_1136,3,3,4
simulateTOD_1136,4,5,5
simulateTOD_1136,3,4,4
simulateTOD_1137,5,4,4
simulateTOD_1137,4,2,2
simulateTOD_1137,4,3,4
simulateTOD_1142,3,3,4
simulateTOD_1142,3,3,3
simulateTOD_1142,3,2,4
simulateTOD_1145,3,3,3
simulateTOD_1145,4,2,3
simulateTOD_1145,3,2,3
simulateTOD_1145,3,3,3
simulateTOD_1145,2,2,4
simulateTOD_1145,4,2,4
simulateTOD_1147,3,4,4
simulateTOD_1147,3,3,3
simulateTOD_1147,4,3,4
simulateTOD_1151,3,2,4
simulateTOD_1151,4,2,3
simulateTOD_1151,2,2,2
simulateTOD_1152,3,3,4
simulateTOD_1152,3,3,4
simulateTOD_1152,4,5,5
simulateTOD_1152,4,4,5
simulateTOD_1152,4,3,4
simulateTOD_1152,4,3,3
simulateTOD_1154,4,1,3
simulateTOD_1154,4,3,4
simulateTOD_1154,4,3,4
simulateTOD_1155,5,1,5
simulateTOD_1155,3,3,4
simulateTOD_1155,3,4,4
simulateTOD_1155,3,3,3
simulateTOD_1155,4,3,4
simulateTOD_1155,4,3,4
simulateTOD_1157,4,4,4
simulateTOD_1157,3,3,4
simulateTOD_1157,3,3,3
simulateTOD_1159,5,1,5
simulateTOD_1159,3,3,4
simulateTOD_1159,4,4,4
simulateTOD_1161,4,2,3
simulateTOD_1161,2,3,3
simulateTOD_1161,3,4,3
simulateTOD_1164,4,3,4
simulateTOD_1164,3,3,3
simulateTOD_1164,4,4,4
simulateTOD_1166,4,2,4
simulateTOD_1166,3,4,3
simulateTOD_1166,5,5,5
simulateTOD_1167,3,2,4
simulateTOD_1167,2,3,3
simulateTOD_1167,3,2,3
simulateTOD_1179,3,4,4
simulateTOD_1179,4,3,3
simulateTOD_1179,4,4,4
simulateTOD_1181,2,4,1
simulateTOD_1181,4,3,5
simulateTOD_1181,4,3,4
simulateTOD_1181,4,5,4
simulateTOD_1181,4,5,4
simulateTOD_1186,3,3,4
simulateTOD_1186,4,3,3
simulateTOD_1186,4,4,5
simulateTOD_1192,4,2,3
simulateTOD_1192,3,3,3
simulateTOD_1192,3,2,4
simulateTOD_1194,4,3,4
simulateTOD_1194,4,3,3
simulateTOD_1194,4,4,4
simulateTOD_1194,4,3,4
simulateTOD_1194,4,4,4
simulateTOD_1194,4,2,4
simulateTOD_1196,4,4,4
simulateTOD_1196,3,3,4
simulateTOD_1196,4,4,4
simulateTOD_1199,3,3,4
simulateTOD_1199,2,2,2
simulateTOD_1199,4,5,5
simulateTOD_1199,3,4,4
simulateTOD_1199,3,3,4
simulateTOD_1199,4,4,4
simulateTOD_1207,4,3,3
simulateTOD_1207,4,3,4
simulateTOD_1207,2,3,4
simulateTOD_1209,3,3,3
simulateTOD_1209,3,3,4
simulateTOD_1209,3,4,3
simulateTOD_1210,3,2,2
simulateTOD_1210,3,2,4
simulateTOD_1210,3,4,3
simulateTOD_1212,3,3,4
simulateTOD_1212,4,2,4
simulateTOD_1212,4,5,5
simulateTOD_1214,3,4,4
simulateTOD_1214,3,3,4
simulateTOD_1214,5,5,5
simulateTOD_1215,3,3,4
simulateTOD_1215,4,4,4
simulateTOD_1215,4,3,4
simulateTOD_1220,5,1,4
simulateTOD_1220,3,3,4
simulateTOD_1220,4,2,4
simulateTOD_1224,5,4,4
simulateTOD_1224,4,4,4
simulateTOD_1224,3,3,4
simulateTOD_1235,3,3,4
simulateTOD_1235,4,4,4
simulateTOD_1235,4,5,4
simulateTOD_1244,3,2,2
simulateTOD_1244,4,4,5
simulateTOD_1244,4,3,4
simulateTOD_1244,4,2,2
simulateTOD_1244,4,1,5
simulateTOD_1244,3,3,4
simulateTOD_1245,4,4,4
simulateTOD_1245,4,4,4
simulateTOD_1245,4,5,5
simulateTOD_1245,3,2,4
simulateTOD_1245,4,3,4
simulateTOD_1245,3,2,4
simulateTOD_1247,3,3,2
simulateTOD_1247,3,2,3
simulateTOD_1247,4,3,5
simulateTOD_1249,3,3,3
simulateTOD_1249,3,3,3
simulateTOD_1249,4,3,4
simulateTOD_1249,3,3,4
simulateTOD_1249,3,3,4
simulateTOD_1249,5,4,5
simulateTOD_1253,3,3,4
simulateTOD_1253,3,2,2
simulateTOD_1253,4,2,4
simulateTOD_1253,3,2,2
simulateTOD_1253,3,3,3
simulateTOD_1253,3,4,3
simulateTOD_1265,4,2,4
simulateTOD_1265,4,3,4
simulateTOD_1265,3,3,3
simulateTOD_1266,4,2,4
simulateTOD_1266,4,3,3
simulateTOD_1266,3,2,4
simulateTOD_1267,2,3,2
simulateTOD_1267,4,4,3
simulateTOD_1267,3,3,4
simulateTOD_1269,3,3,4
simulateTOD_1269,4,2,3
simulateTOD_1269,4,3,4
simulateTOD_1269,4,2,3
simulateTOD_1269,4,3,4
simulateTOD_1269,3,3,3
simulateTOD_1270,1,1,1
simulateTOD_1270,3,4,3
simulateTOD_1270,3,3,3
simulateTOD_1272,3,4,3
simulateTOD_1272,4,4,5
simulateTOD_1272,4,3,4
simulateTOD_1278,2,4,3
simulateTOD_1278,3,3,3
simulateTOD_1278,3,4,3
simulateTOD_1283,4,4,5
simulateTOD_1283,3,4,4
simulateTOD_1284,4,2,4
simulateTOD_1284,3,4,3
simulateTOD_1284,3,3,4
simulateTOD_1284,4,3,4
simulateTOD_1284,3,3,4
simulateTOD_1284,3,3,4
simulateTOD_1294,3,3,4
simulateTOD_1294,3,2,2
simulateTOD_1294,3,2,4
simulateTOD_1295,3,2,1
simulateTOD_1295,4,3,4
simulateTOD_1295,3,3,4
simulateTOD_1295,4,4,4
simulateTOD_1295,4,3,4
simulateTOD_1295,2,2,3
simulateTOD_1297,4,3,4
simulateTOD_1297,4,3,5
simulateTOD_1297,4,4,4
simulateTOD_1298,4,3,2
simulateTOD_1298,1,4,3
simulateTOD_1298,3,4,3
simulateTOD_1298,4,3,4
simulateTOD_1298,4,4,5
simulateTOD_1298,3,3,3
simulateTOD_1298,4,3,4
simulateTOD_1298,3,3,4
simulateTOD_1298,3,2,4
simulateTOD_1303,4,2,4
simulateTOD_1303,4,2,2
simulateTOD_1303,3,3,4
simulateTOD_1304,4,3,4
simulateTOD_1304,4,3,4
simulateTOD_1304,4,3,4
simulateTOD_1304,4,3,4
simulateTOD_1304,4,3,4
simulateTOD_1304,3,3,3
simulateTOD_1309,3,3,4
simulateTOD_1309,4,3,4
simulateTOD_1309,3,3,3
simulateTOD_1309,4,5,4
simulateTOD_1309,4,4,4
simulateTOD_1309,4,1,4
simulateTOD_1310,4,3,4
simulateTOD_1310,5,1,5
simulateTOD_1310,4,5,5
simulateTOD_1317,3,4,3
simulateTOD_1317,5,1,5
simulateTOD_1317,3,5,5
simulateTOD_1317,4,3,4
simulateTOD_1317,3,3,4
simulateTOD_1317,5,1,4
simulateTOD_1320,4,2,4
simulateTOD_1320,4,4,3
simulateTOD_1320,4,3,4
simulateTOD_1321,4,3,3
simulateTOD_1321,4,4,4
simulateTOD_1321,4,3,4
simulateTOD_1322,4,4,4
simulateTOD_1322,3,3,4
simulateTOD_1322,2,5,4
simulateTOD_1324,3,2,4
simulateTOD_1324,4,3,4
simulateTOD_1324,5,5,5
simulateTOD_1324,2,2,5
simulateTOD_1324,4,4,5
simulateTOD_1324,2,4,2
simulateTOD_1324,4,5,4
simulateTOD_1324,3,3,4
simulateTOD_1324,3,4,3
simulateTOD_1335,3,3,3
simulateTOD_1335,3,3,3
simulateTOD_1335,2,3,4
simulateTOD_1335,5,3,3
simulateTOD_1335,4,3,4
simulateTOD_1335,4,2,4
simulateTOD_1337,3,2,3
simulateTOD_1337,3,4,3
simulateTOD_1337,3,3,3
simulateTOD_1337,1,1,1
simulateTOD_1337,4,2,3
simulateTOD_1337,4,5,5
simulateTOD_1338,5,5,4
simulateTOD_1338,4,3,4
simulateTOD_1338,3,3,4
simulateTOD_1341,3,4,3
simulateTOD_1341,4,5,5
simulateTOD_1341,3,3,3
simulateTOD_1341,4,3,3
simulateTOD_1343,4,3,4
simulateTOD_1343,5,3,4
simulateTOD_1343,3,2,3
simulateTOD_1343,4,5,5
simulateTOD_1343,4,4,4
simulateTOD_1343,4,3,4
simulateTOD_1343,3,3,4
simulateTOD_1344,4,3,4
simulateTOD_1344,4,2,2
simulateTOD_1344,2,3,5
simulateTOD_1346,4,4,4
simulateTOD_1346,4,4,4
simulateTOD_1346,4,3,4
simulateTOD_1348,3,4,3
simulateTOD_1348,4,4,5
simulateTOD_1348,2,3,4
simulateTOD_1353,4,3,4
simulateTOD_1353,4,5,4
simulateTOD_1353,5,1,5
simulateTOD_1354,4,3,4
simulateTOD_1354,3,3,4
simulateTOD_1354,3,3,4
simulateTOD_1354,2,3,4
simulateTOD_1354,3,3,3
simulateTOD_1354,4,4,4
simulateTOD_1358,5,4,5
simulateTOD_1358,5,4,4
simulateTOD_1359,5,4,4
simulateTOD_1359,4,3,4
simulateTOD_1359,3,4,2
simulateTOD_1359,4,2,3
simulateTOD_1359,4,3,4
simulateTOD_1359,4,3,5
simulateTOD_1367,4,3,4
simulateTOD_1367,3,4,4
simulateTOD_1367,5,1,4
simulateTOD_1369,3,3,3
simulateTOD_1369,4,4,3
simulateTOD_1369,3,3,4
simulateTOD_1372,3,3,4
simulateTOD_1372,5,4,4
simulateTOD_1372,4,2,3
simulateTOD_1374,4,5,4
simulateTOD_1374,4,5,3
simulateTOD_1374,3,2,4
simulateTOD_1374,2,2,2
simulateTOD_1374,5,4,4
simulateTOD_1374,3,3,3
simulateTOD_1381,3,3,4
simulateTOD_1381,4,5,4
simulateTOD_1381,4,3,3
simulateTOD_1381,5,5,4
simulateTOD_1381,4,4,4
simulateTOD_1381,4,3,4
simulateTOD_1394,4,5,5
simulateTOD_1394,4,4,5
simulateTOD_1394,3,3,3
simulateTOD_1398,4,3,4
simulateTOD_1398,3,3,2
simulateTOD_1398,3,4,4
simulateTOD_1400,5,4,5
simulateTOD_1400,3,3,4
simulateTOD_1400,1,4,2
simulateTOD_1402,2,3,4
simulateTOD_1402,2,2,2
simulateTOD_1402,3,3,4
simulateTOD_1402,5,5,5
simulateTOD_1402,4,3,4
simulateTOD_1402,3,1,2
simulateTOD_1402,5,1,3
simulateTOD_1402,4,4,4
simulateTOD_1402,2,2,3
simulateTOD_1409,4,2,3
simulateTOD_1409,5,3,4
simulateTOD_1409,3,3,3
simulateTOD_1409,3,4,4
simulateTOD_1409,5,2,5
simulateTOD_1409,4,5,4
simulateTOD_1410,4,3,4
simulateTOD_1410,4,5,4
simulateTOD_1410,4,3,5
simulateTOD_1412,5,2,3
simulateTOD_1412,5,5,4
simulateTOD_1412,4,4,4
simulateTOD_1414,3,4,3
simulateTOD_1414,4,5,5
simulateTOD_1414,4,4,2
simulateTOD_1414,4,3,4
simulateTOD_1414,4,5,4
simulateTOD_1414,3,3,4
simulateTOD_1421,5,4,4
simulateTOD_1421,4,3,4
simulateTOD_1421,4,3,4
simulateTOD_1421,4,2,3
simulateTOD_1421,4,4,4
simulateTOD_1421,4,1,4
simulateTOD_1422,4,3,3
simulateTOD_1422,3,3,3
simulateTOD_1422,2,3,4
simulateTOD_1424,4,4,4
simulateTOD_1424,4,4,4
simulateTOD_1424,2,3,4
simulateTOD_1425,3,2,3
simulateTOD_1425,3,5,2
simulateTOD_1425,3,3,2
simulateTOD_1427,4,5,4
simulateTOD_1427,4,3,3
simulateTOD_1427,4,3,4
simulateTOD_1433,4,3,3
simulateTOD_1433,4,5,4
simulateTOD_1433,3,4,4
simulateTOD_1433,4,2,4
simulateTOD_1433,4,3,4
simulateTOD_1433,4,3,4
simulateTOD_1434,3,4,3
simulateTOD_1434,3,2,4
simulateTOD_1434,4,2,2
simulateTOD_1439,4,3,3
simulateTOD_1439,2,2,3
simulateTOD_1439,4,2,4
simulateTOD_1441,3,3,3
simulateTOD_1441,3,3,3
simulateTOD_1441,3,3,4
simulateTOD_1443,3,2,3
simulateTOD_1443,3,3,3
simulateTOD_1443,5,5,5
simulateTOD_1449,4,4,3
simulateTOD_1449,4,3,4
simulateTOD_1449,5,5,5
simulateTOD_1452,4,3,4
simulateTOD_1452,4,4,4
simulateTOD_1452,4,4,5
simulateTOD_1452,4,4,4
simulateTOD_1452,3,2,4
simulateTOD_1452,3,2,4
simulateTOD_1452,3,2,4
simulateTOD_1452,3,3,3
simulateTOD_1452,4,2,3
simulateTOD_1465,5,2,4
simulateTOD_1465,4,4,4
simulateTOD_1465,4,4,4
simulateTOD_1465,3,4,3
simulateTOD_1465,4,2,4
simulateTOD_1465,3,3,4
simulateTOD_1465,3,3,4
simulateTOD_1465,4,2,4
simulateTOD_1465,3,2,4
simulateTOD_1467,4,4,3
simulateTOD_1467,4,5,5
simulateTOD_1467,3,3,4
simulateTOD_1470,5,2,3
simulateTOD_1470,3,2,3
simulateTOD_1470,4,4,4
simulateTOD_1473,3,3,3
simulateTOD_1473,4,5,4
simulateTOD_1473,4,3,4
simulateTOD_1473,4,5,5
simulateTOD_1473,4,3,4
simulateTOD_1473,4,3,4
simulateTOD_1473,4,4,3
simulateTOD_1473,4,3,4
simulateTOD_1473,3,3,3
simulateTOD_1475,4,3,4
simulateTOD_1475,5,2,5
simulateTOD_1475,5,4,5
simulateTOD_1477,4,2,4
simulateTOD_1477,3,4,4
simulateTOD_1477,5,5,5
simulateTOD_1482,4,4,4
simulateTOD_1482,3,4,3
simulateTOD_1482,4,3,4
simulateTOD_1483,3,3,3
simulateTOD_1483,4,3,3
simulateTOD_1483,3,3,4
simulateTOD_1483,5,5,4
simulateTOD_1483,5,3,4
simulateTOD_1483,5,4,4
simulateTOD_1493,4,2,3
simulateTOD_1493,4,5,4
simulateTOD_1493,4,2,3
simulateTOD_1493,3,4,4
simulateTOD_1493,5,1,4
simulateTOD_1493,2,4,3
simulateTOD_1498,4,3,4
simulateTOD_1498,3,3,4
simulateTOD_1498,4,3,4
simulateTOD_1499,3,2,3
simulateTOD_1499,3,3,3
simulateTOD_1499,3,3,3
simulateTOD_1500,4,3,4
simulateTOD_1500,4,3,3
simulateTOD_1500,4,4,4
simulateTOD_1502,4,3,2
simulateTOD_1502,4,4,4
simulateTOD_1502,3,2,4
simulateTOD_1504,4,4,4
simulateTOD_1504,4,4,4
simulateTOD_1504,4,3,4
simulateTOD_1508,3,4,4
simulateTOD_1508,4,3,4
simulateTOD_1508,4,2,4
simulateTOD_1512,3,2,3
simulateTOD_1512,3,3,4
simulateTOD_1512,5,5,4
simulateTOD_1514,4,4,4
simulateTOD_1514,3,3,4
simulateTOD_1514,5,2,5
simulateTOD_1516,4,2,4
simulateTOD_1516,4,4,4
simulateTOD_1516,3,4,4
simulateTOD_1517,3,3,3
simulateTOD_1517,3,2,3
simulateTOD_1517,2,3,4
simulateTOD_1517,4,2,4
simulateTOD_1517,3,3,3
simulateTOD_1517,4,3,4
simulateTOD_1522,4,4,4
simulateTOD_1522,2,4,3
simulateTOD_1522,3,2,4
simulateTOD_1523,4,4,4
simulateTOD_1523,4,4,4
simulateTOD_1523,4,3,4
simulateTOD_1524,2,2,5
simulateTOD_1524,4,3,4
simulateTOD_1524,3,4,3
simulateTOD_1527,2,3,4
simulateTOD_1527,3,4,4
simulateTOD_1527,3,5,4
simulateTOD_1527,3,3,4
simulateTOD_1527,3,4,3
simulateTOD_1527,4,5,5
simulateTOD_1529,4,4,4
simulateTOD_1529,3,4,4
simulateTOD_1529,4,2,4
simulateTOD_1529,2,3,4
simulateTOD_1529,4,3,3
simulateTOD_1529,3,3,4
simulateTOD_1533,3,3,3
simulateTOD_1533,4,3,3
simulateTOD_1533,3,3,4
simulateTOD_1534,4,3,4
simulateTOD_1534,3,2,3
simulateTOD_1534,3,4,3
simulateTOD_1534,4,3,4
simulateTOD_1534,3,2,2
simulateTOD_1534,4,2,4
simulateTOD_1540,3,3,4
simulateTOD_1540,3,3,3
simulateTOD_1540,3,3,2
simulateTOD_1540,4,5,4
simulateTOD_1540,5,2,5
simulateTOD_1540,3,4,3
simulateTOD_1540,4,4,5
simulateTOD_1540,4,2,4
simulateTOD_1540,4,3,4
simulateTOD_1547,4,4,4
simulateTOD_1547,3,3,3
simulateTOD_1547,4,4,4
simulateTOD_1547,4,3,4
simulateTOD_1547,4,3,4
simulateTOD_1547,5,3,4
simulateTOD_1549,2,3,2
simulateTOD_1549,4,4,5
simulateTOD_1549,2,3,4
simulateTOD_1556,3,3,4
simulateTOD_1556,3,3,2
simulateTOD_1556,3,4,4
simulateTOD_1563,4,3,4
simulateTOD_1563,4,5,3
simulateTOD_1563,3,4,4
simulateTOD_1564,4,4,4
simulateTOD_1564,4,3,4
simulateTOD_1564,5,3,4
simulateTOD_1565,4,2,4
simulateTOD_1565,4,1,5
simulateTOD_1565,1,4,4
simulateTOD_1568,4,4,4
simulateTOD_1568,2,2,3
simulateTOD_1568,3,4,2
simulateTOD_1569,3,2,4
simulateTOD_1569,5,4,4
simulateTOD_1569,4,4,4
simulateTOD_1569,2,3,4
simulateTOD_1569,2,3,4
simulateTOD_1569,3,4,3
simulateTOD_1569,4,3,4
simulateTOD_1569,4,3,3
simulateTOD_1569,4,4,5
simulateTOD_1571,3,5,4
simulateTOD_1571,4,3,3
simulateTOD_1571,5,4,4
simulateTOD_1572,4,3,4
simulateTOD_1572,5,5,5
simulateTOD_1572,4,3,4
simulateTOD_1573,4,3,2
simulateTOD_1573,4,2,3
simulateTOD_1573,3,2,3
simulateTOD_1576,3,3,3
simulateTOD_1576,4,2,4
simulateTOD_1576,1,5,2
simulateTOD_1578,3,3,3
simulateTOD_1578,2,2,3
simulateTOD_1578,3,4,4
simulateTOD_1580,3,2,2
simulateTOD_1580,5,1,5
simulateTOD_1580,4,3,2
simulateTOD_1580,2,1,2
simulateTOD_1585,4,4,4
simulateTOD_1585,4,4,5
simulateTOD_1585,4,3,4
simulateTOD_1585,4,3,3
simulateTOD_1585,4,3,4
simulateTOD_1585,4,5,4
simulateTOD_1585,3,3,3
simulateTOD_1585,4,3,4
simulateTOD_1585,4,3,4
simulateTOD_1587,3,3,4
simulateTOD_1587,2,2,2
simulateTOD_1587,5,1,4
simulateTOD_1587,3,3,4
simulateTOD_1587,2,2,3
simulateTOD_1587,4,5,5
simulateTOD_1588,3,4,3
simulateTOD_1588,4,2,4
simulateTOD_1588,4,5,4
simulateTOD_1592,5,4,4
simulateTOD_1592,2,4,3
simulateTOD_1592,3,3,3
simulateTOD_1596,4,2,4
simulateTOD_1596,3,4,3
simulateTOD_1596,4,2,3
simulateTOD_1597,4,4,4
simulateTOD_1597,2,2,3
simulateTOD_1597,5,3,5
simulateTOD_1602,5,3,4
simulateTOD_1602,3,4,3
simulateTOD_1602,2,2,4
simulateTOD_1609,4,4,4
simulateTOD_1609,4,4,4
simulateTOD_1609,4,2,3
simulateTOD_1609,4,4,4
simulateTOD_1609,4,4,3
simulateTOD_1609,4,5,4
simulateTOD_1609,4,3,4
simulateTOD_1609,1,1,1
simulateTOD_1609,4,3,5
simulateTOD_1610,3,4,4
simulateTOD_1610,4,2,2
simulateTOD_1610,3,3,4
simulateTOD_1618,3,3,2
simulateTOD_1618,4,2,4
simulateTOD_1618,4,2,4
simulateTOD_1623,3,3,4
simulateTOD_1623,4,2,3
simulateTOD_1623,4,5,4
simulateTOD_1623,4,2,4
simulateTOD_1623,3,2,3
simulateTOD_1623,4,2,2
simulateTOD_1624,4,2,3
simulateTOD_1624,4,3,4
simulateTOD_1624,3,3,3
simulateTOD_1627,3,4,3
simulateTOD_1627,5,5,5
simulateTOD_1627,4,3,4
simulateTOD_1633,3,1,3
simulateTOD_1633,3,4,3
simulateTOD_1633,4,4,3
simulateTOD_1633,4,4,4
simulateTOD_1633,4,4,4
simulateTOD_1633,2,3,4
simulateTOD_1633,5,4,3
simulateTOD_1633,4,2,4
simulateTOD_1633,4,4,3
simulateTOD_1633,3,2,4
simulateTOD_1633,3,3,4
simulateTOD_1633,5,5,5
simulateTOD_1635,4,4,4
simulateTOD_1635,4,4,4
simulateTOD_1635,4,2,3
simulateTOD_1641,4,4,3
simulateTOD_1641,3,2,4
simulateTOD_1641,3,3,3
simulateTOD_1642,2,3,4
simulateTOD_1642,5,5,4
simulateTOD_1642,5,1,5
simulateTOD_1647,4,3,4
simulateTOD_1647,3,3,4
simulateTOD_1647,3,3,3
simulateTOD_1648,4,4,4
simulateTOD_1648,4,3,4
simulateTOD_1648,2,2,3
simulateTOD_1650,2,3,3
simulateTOD_1650,3,3,4
simulateTOD_1650,3,2,3
simulateTOD_1654,4,4,3
simulateTOD_1654,4,3,4
simulateTOD_1654,2,2,3
simulateTOD_1657,3,4,3
simulateTOD_1657,3,3,2
simulateTOD_1657,4,3,4
simulateTOD_1657,3,4,2
simulateTOD_1657,4,5,4
simulateTOD_1657,3,3,4
simulateTOD_1659,4,3,5
simulateTOD_1659,3,3,4
simulateTOD_1659,3,3,3
simulateTOD_1661,4,3,4
simulateTOD_1661,4,4,4
simulateTOD_1661,3,3,4
simulateTOD_1661,4,3,4
simulateTOD_1661,3,3,3
simulateTOD_1661,3,1,2
simulateTOD_1664,4,5,3
simulateTOD_1664,4,4,4
simulateTOD_1664,4,3,4
simulateTOD_1664,5,4,5
simulateTOD_1664,2,3,2
simulateTOD_1664,3,3,4
simulateTOD_1669,4,3,4
simulateTOD_1669,2,2,3
simulateTOD_1669,4,2,4
simulateTOD_1669,3,3,3
simulateTOD_1669,4,3,4
simulateTOD_1669,4,2,5
simulateTOD_1670,3,3,4
simulateTOD_1670,4,3,4
simulateTOD_1670,4,5,4
simulateTOD_1671,5,4,4
simulateTOD_1671,4,5,5
simulateTOD_1671,3,2,4
simulateTOD_1671,5,5,4
simulateTOD_1671,3,3,4
simulateTOD_1671,4,4,4
simulateTOD_1675,4,4,3
simulateTOD_1675,4,5,4
simulateTOD_1675,4,3,4
simulateTOD_1680,5,4,4
simulateTOD_1680,3,3,4
simulateTOD_1680,4,4,4
simulateTOD_1682,4,3,4
simulateTOD_1682,3,3,4
simulateTOD_1682,4,4,4
simulateTOD_1682,3,2,4
simulateTOD_1682,5,5,4
simulateTOD_1682,4,3,4
simulateTOD_1683,5,5,5
simulateTOD_1683,3,3,3
simulateTOD_1683,3,3,4
simulateTOD_1684,3,4,4
simulateTOD_1684,3,2,3
simulateTOD_1684,4,3,4
simulateTOD_1686,5,3,4
simulateTOD_1686,5,4,5
simulateTOD_1686,4,4,4
simulateTOD_1686,4,3,4
simulateTOD_1686,4,3,4
simulateTOD_1686,4,3,4
simulateTOD_1686,4,4,4
simulateTOD_1686,4,4,4
simulateTOD_1686,3,3,3
simulateTOD_1690,4,3,4
simulateTOD_1690,4,2,4
simulateTOD_1690,2,3,3
simulateTOD_1690,4,4,4
simulateTOD_1690,3,3,3
simulateTOD_1690,4,4,4
simulateTOD_1692,3,2,3
simulateTOD_1692,4,2,5
simulateTOD_1692,4,5,4
simulateTOD_1697,4,3,4
simulateTOD_1697,4,4,3
simulateTOD_1697,3,3,2
simulateTOD_1701,4,2,4
simulateTOD_1701,4,4,4
simulateTOD_1701,3,3,4
simulateTOD_1704,3,4,2
simulateTOD_1704,4,4,3
simulateTOD_1704,3,2,3
simulateTOD_1708,3,4,3
simulateTOD_1708,4,4,3
simulateTOD_1708,4,2,3
simulateTOD_1710,4,2,4
simulateTOD_1710,4,1,4
simulateTOD_1710,5,4,5
simulateTOD_1710,3,5,3
simulateTOD_1710,3,3,4
simulateTOD_1710,3,3,2
simulateTOD_1710,4,3,4
simulateTOD_1712,3,3,3
simulateTOD_1712,3,2,3
simulateTOD_1712,4,3,5
simulateTOD_1714,4,4,4
simulateTOD_1714,3,2,4
simulateTOD_1714,3,2,3
simulateTOD_1715,4,3,5
simulateTOD_1715,4,4,4
simulateTOD_1715,3,2,3
simulateTOD_1717,4,3,4
simulateTOD_1717,3,3,4
simulateTOD_1717,4,4,4
simulateTOD_1718,3,3,4
simulateTOD_1718,5,3,4
simulateTOD_1718,4,4,4
simulateTOD_1720,4,3,3
simulateTOD_1720,4,2,4
simulateTOD_1720,3,4,3
simulateTOD_1720,4,2,4
simulateTOD_1720,4,4,4
simulateTOD_1720,3,2,3
simulateTOD_1725,1,2,2
simulateTOD_1725,4,4,4
simulateTOD_1725,3,2,3
simulateTOD_1726,3,3,4
simulateTOD_1726,4,1,4
simulateTOD_1726,3,4,3
simulateTOD_1730,2,3,4
simulateTOD_1730,3,2,2
simulateTOD_1730,2,4,3
simulateTOD_1731,3,4,4
simulateTOD_1731,5,4,4
simulateTOD_1731,4,2,3
simulateTOD_1737,4,3,4
simulateTOD_1737,5,4,4
simulateTOD_1737,4,4,4
simulateTOD_1738,3,3,4
simulateTOD_1738,3,3,3
simulateTOD_1738,4,3,4
simulateTOD_1750,4,4,4
simulateTOD_1750,4,3,1
simulateTOD_1750,3,4,4
simulateTOD_1754,3,4,4
simulateTOD_1754,4,2,3
simulateTOD_1754,3,3,3
simulateTOD_1757,3,3,4
simulateTOD_1757,5,4,3
simulateTOD_1757,4,4,5
simulateTOD_1758,4,4,4
simulateTOD_1758,4,3,4
simulateTOD_1758,4,4,4
simulateTOD_1759,4,3,4
simulateTOD_1759,2,2,3
simulateTOD_1759,3,3,4
simulateTOD_1759,3,2,2
simulateTOD_1759,4,2,4
simulateTOD_1759,3,2,4
simulateTOD_1765,4,4,5
simulateTOD_1765,4,3,4
simulateTOD_1765,5,4,5
simulateTOD_1766,3,3,4
simulateTOD_1766,4,3,3
simulateTOD_1766,4,3,4
simulateTOD_1766,2,3,4
simulateTOD_1766,4,4,4
simulateTOD_1766,4,4,4
simulateTOD_1768,3,4,3
simulateTOD_1768,4,3,4
simulateTOD_1768,5,4,4
simulateTOD_1768,4,4,4
simulateTOD_1768,4,3,4
simulateTOD_1768,4,4,4
simulateTOD_1770,4,4,4
simulateTOD_1770,3,3,4
simulateTOD_1770,5,4,4
